trope	description	trope_url
Oblivious Transformation	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObliviousTransformation
Oblivious Younger Sibling	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObliviousYoungerSibling
Obnoxious In Laws	The In-Laws are not friendly people.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObnoxiousInLaws
Obscured Special Effects	Partially concealing special effects to avoid noticeable Special Effects Failure.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObscuredSpecialEffects
Obscure Popularity	A lot of people know about it, but not as many people talk about it.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObscurePopularity
Observation On Originality	Quality and originality are mutually exclusive.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObservationOnOriginality
Obsessed Are The Listmakers	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObsessedAreTheListmakers
Obsessed With Food	A character who is often preoccupied with food.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObsessedWithFood
Obsessed With Perfect Attendance	A character refuses to miss a day of school or work, no matter what.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObsessedWithPerfectAttendance
Obsession Song	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObsessionSong
Obsessive Compulsive Barkeeping	Bartenders constantly clean glasses. Constantly.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObsessiveCompulsiveBarkeeping
Obsessive Hobby Episode	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObsessiveHobbyEpisode
Obsessive Love Letter	A disturbing love letter.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObsessiveLoveLetter
Obsessively Normal	"People who value ""normalcy"" to an extreme."	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObsessivelyNormal
Obsolete Mentor	The Mentor has been become useless because everyone surpassed them.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObsoleteMentor
Obstacle Exposition	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObstacleExposition
Obstacle Ski Course	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObstacleSkiCourse
Obstructionist Pacifist	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObstructionistPacifist
Obstructive Bureaucrat	A bureaucrat who hinders others with paperwork, for better or worse.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObstructiveBureaucrat
Obstructive Code Of Conduct	An ethical code that restricts choice.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObstructiveCodeOfConduct
Obstructive Foreground	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObstructiveForeground
Obstructive Vigilantism	Misleading the cops in order to take the law into your own hands.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObstructiveVigilantism
Obstructive Zealot	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObstructiveZealot
Obvious Beta	"When a ""finished"" product just isn't."	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObviousBeta
Obvious Crossover Method	A Fandom-Specific Plot Crossover Opportunity.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObviousCrossoverMethod
Obvious Judas	Are you really surprised that this character turned out to be evil?	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObviousJudas
Obviously Evil	Looks evil, because it is.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObviouslyEvil
Obviously Not Fine	They say they're fine... but they're not.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObviouslyNotFine
Obvious Object Could Be Anything	Either a Cloudcuckoolander makes an illogical guess about what a present wrapping/mystery box/package contains when the answer is extremely obvious, or vice versa.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObviousObjectCouldBeAnything
Obvious Pregnancy	"When ""very, very pregnant"" is an acceptable description."	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObviousPregnancy
Obvious Rule Patch	A rule existing solely to counter one specific situation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObviousRulePatch
Obvious Second Choice	Something in a work is clearly used due to being the only thing the creator could get.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObviousSecondChoice
Obvious Stunt Double	When a stunt double looks nothing like the actor they are filling in for.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ObviousStuntDouble
Occams Razor	The simpler it is, the less likely it is to be wrong/fail.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OccamsRazor
Occidental Otaku	A western Otaku who loves Japanese culture to the point of adopting it as their own.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OccidentalOtaku
Occult Blue Eyes	Blue eyes indicate a character possesses supernatural abilities/origins.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OccultBlueEyes
Occult Detective	Person who investigates the unknown.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OccultDetective
Occult Law Firm	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OccultLawFirm
Occupiers Out Of Our Country	Get out of our country, foreign nation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OccupiersOutOfOurCountry
Ocean Awe	Seeing an ocean (or another large body of water) for the first time is awesome	http://tvtropes.org/pmwiki/pmwiki.php/Main/OceanAwe
Oceanic Airlines	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OceanicAirlines
Ocean Madness	Insanity that comes from either being at sea or drinking seawater.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OceanMadness
Ocean Punk	Sci-Fi out at sea.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OceanPunk
OC Stand In	Fanfic writer ascends an extra.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OCStandIn
Octopoid Aliens	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OctopoidAliens
Ocular Gushers	Crying a river, but usually a waterfall.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OcularGushers
Oculothorax	Floating eye creatures.	http://tvtropes.org/pmwiki/pmwiki.php/Main/Oculothorax
Odango Hair	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OdangoHair
Oddball Doppelganger	A clone or a lookalike of a character who's just a bit...off.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OddballDoppelganger
Oddball In The Series	Which of these is not like the others?	http://tvtropes.org/pmwiki/pmwiki.php/Main/OddballInTheSeries
Odd Couple	A friendly (sometimes romantic) relationship between completely different people, usually the main characters.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OddCouple
Odd Friendship	As different as night and day. How did those two ever manage to become friends?	http://tvtropes.org/pmwiki/pmwiki.php/Main/OddFriendship
Odd Job Gods	An excessively specialized deity.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OddJobGods
Oddly Common Rarity	Even though only the chosen one is supposed to be unique, there are many like them.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OddlyCommonRarity
Oddly Named Sequel 2 Electric Boogaloo	A sequel with a funny subtitle (or, at least, weirder than its predecessor).	http://tvtropes.org/pmwiki/pmwiki.php/Main/OddlyNamedSequel2ElectricBoogaloo
Oddly Overtrained Security	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OddlyOvertrainedSecurity
Oddly Shaped Sword	Swords with a bizarre blade shape.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OddlyShapedSword
Oddly Small Organization	An organization, heroic or villainous, with far fewer members than one would think.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OddlySmallOrganization
Oddly Visible Eyebrows	When eyebrows have maximum priority in visibility.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OddlyVisibleEyebrows
Odd Name Out	In a group with Theme Naming, one name doesn't fit.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OddNameOut
Odd Organ Up Top	A being has a different body part in place of its head.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OddOrganUpTop
Odd Shaped Panel	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OddShapedPanel
Odessa Steps	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OdessaSteps
Ode To Apathy	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OdeToApathy
Ode To Family	A song about familial relationships.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OdeToFamily
Ode To Food	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OdeToFood
Ode To Intoxication	A song about how great it is to get drunk, high or stoned.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OdeToIntoxication
Ode To Sobriety	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OdeToSobriety
Ode To Youth	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OdeToYouth
Oedipus Complex	Son wants to supplant his father. Incestuous overtones involving his mother optional.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OedipusComplex
Of Corpse Hes Alive	Pretending a corpse is a living person.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfCorpseHesAlive
Of Corset Hurts	Device that painfully constricts the waistline.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfCorsetHurts
Of Corsets Funny	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfCorsetsFunny
Of Corsets Sexy	A character wears a corset as outerwear and/or as part of fanservice-y outfit.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfCorsetsSexy
Of Course Im Not A Virgin	A character explains that they are, in fact, not a virgin.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfCourseImNotAVirgin
Of Course I Smoke	Someone who doesn't smoke tries to smoke in order to look cool, but fails.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfCourseISmoke
Off Bridge Onto Vehicle	Someone who's on the run jumps off a bridge at the right time so that they land on a passing vehicle and escape.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffBridgeOntoVehicle
Offending The Creators Own	Causing affront to those like oneself in one's work of fiction.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffendingTheCreatorsOwn
Offered The Crown	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfferedTheCrown
Offerings To The Gods	Making physical offerings to deities.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfferingsToTheGods
Offer Void In Nebraska	Product or service not available in your area.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfferVoidInNebraska
Offhand Backhand	Punching someone without even looking at them.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffhandBackhand
Office Golf	High-powered boss plays golf in the office.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfficeGolf
Office Lady	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfficeLady
Officer And A Gentleman	A cultured, refined, polite, and honorable military officeholder.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfficerAndAGentleman
Officer O Hara	Faith an' Begorrah! The stereotypical Oirish police officer! Wot dinnae live'n Oireland.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfficerOHara
Office Romance	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfficeRomance
Office Sports	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfficeSports
Official Cosplay Gear	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfficialCosplayGear
Official Couple	Characters who get together in Canon.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfficialCouple
Official Couple Ordeal Syndrome	Life in the Official Couple is hell.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfficialCoupleOrdealSyndrome
Official Fan Submitted Content	Creators ask fans for ideas to use in the show.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfficialFanSubmittedContent
Official Kiss	The kiss that signals a couple's Relationship Upgrade.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfficialKiss
Officially Shortened Title	Long Work Title is now officially known as Title.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfficiallyShortenedTitle
Official Parody	A parody created with the permission of the original creator.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfficialParody
Official Presidential Transport	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfficialPresidentialTransport
Offing The Annoyance	A character kills someone for irritating them.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffingTheAnnoyance
Offing The Mouth	Character is killed for making snarky comments.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffingTheMouth
Offing The Offspring	Parent kills their child.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffingTheOffspring
Off Into The Distance Ending	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffIntoTheDistanceEnding
Off Like A Shot	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffLikeAShot
Offline Edit	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfflineEdit
Off Model	Animation errors due to budget constraints or an admitted case of Creator's Apathy (either overseas or domestic).	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffModel
Off On A Technicality	Legal exploitation allows a prisoner's release.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffOnATechnicality
Offscreen Afterlife	There's definitely an afterlife in this world, but the audience don't ever see it.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffscreenAfterlife
Offscreen Breakup	A couple is stated to have broken up, but we don't actually see it go down.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffscreenBreakup
Offscreen Crash	A collision or accident of some kind occurs just offscreen. Loudly.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffscreenCrash
Offscreen Inertia	Wondering if characters are still doing whatever they were last seen doing.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffscreenInertia
Offscreen Karma	A character receives Laser-Guided Karma offscreen.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffscreenKarma
Offscreen Moment Of Awesome	"An ""awesome"" scene takes place offscreen, often for comedic effect."	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffscreenMomentOfAwesome
Offscreen Reality Warp	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffscreenRealityWarp
Offscreen Rebuilding	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffscreenRebuilding
Off Screen Romance	Two characters are Put On The Bus and come back in a relationship.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffScreenRomance
Offscreen Start Bonus	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffscreenStartBonus
Offscreen Teleportation	He can get anywhere if he's off-camera for even a split-second.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffscreenTeleportation
Offscreen Villain Dark Matter	Villains never have problems funding all their expensive evil plans.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffscreenVillainDarkMatter
Offstage Villainy	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffstageVillainy
Offstage Waiting Room	The plot splits into two and the story starts focusing on one half. Nothing happens in the other half during then.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffstageWaitingRoom
Off The Chart	The results so far that a chart can't display them.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffTheChart
Off The Grid	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffTheGrid
Off The Rails	Doing whatever the DM is least likely to want you to do.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffTheRails
Off The Record	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffTheRecord
Off The Shelf FX	Special effects aided with products you can buy at your local store.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffTheShelfFX
Off The Table	A character rejects another character's offer, but as he changes his mind, the other character won't extend the offer.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffTheTable
Off The Wagon	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffTheWagon
Off To Boarding School	The Big Bad or antagonistic character plots or threatens to send someone away to Boarding School.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffToBoardingSchool
Off To See The Wizard	A work that completely or partially parodies The Wizard of Oz.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffToSeeTheWizard
Off With His Head	Death by decapitation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OffWithHisHead
Of The People	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OfThePeople
Oh And X Dies	When the writer or narrator tells you that a specific person will die.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OhAndXDies
Oh Cisco	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OhCisco
Oh Crap	Character realizes they are totally screwed.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OhCrap
Oh Crap Fakeout	A character fakes an Oh, Crap! to mock his opponent.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OhCrapFakeout
Oh Crap Smile	Smile! You know you're screwed!	http://tvtropes.org/pmwiki/pmwiki.php/Main/OhCrapSmile
Oh Crap There Are Fanfics Of Us	Characters react to the fanbase's works.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OhCrapThereAreFanficsOfUs
Oh God With The Verbing	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OhGodWithTheVerbing
Oh Look More Rooms	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OhLookMoreRooms
Oh My Gods	Invoking (a) God's/multiple Gods' name(s).	http://tvtropes.org/pmwiki/pmwiki.php/Main/OhMyGods
Oh No Not Again	"A character exclaims ""Oh no, not again!"" (or something substantively similar) in response to something very strange or unusual that one wouldn't expect to have ever happened before."	http://tvtropes.org/pmwiki/pmwiki.php/Main/OhNoNotAgain
Oh No You Didnt	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OhNoYouDidnt
Oh The Humanity	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OhTheHumanity
Oh Wait	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OhWait
Oh Wait This Is My Grocery List	Character starts reading a list of things, realizing mid-sentence that it is their list of groceries or something similar.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OhWaitThisIsMyGroceryList
Oil Slick	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OilSlick
Oireland	Stereotypical Hollywood portrayal of Ireland.	http://tvtropes.org/pmwiki/pmwiki.php/Main/Oireland
Ojou	A non-royal princess.	http://tvtropes.org/pmwiki/pmwiki.php/Main/Ojou
Ojou Ringlets	If you see curls in front of or behind a lady's ears, she's of high class.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OjouRinglets
Oktoberfest	Where Britain is Only London, Germany is only Bavaria, in the wurst way.	http://tvtropes.org/pmwiki/pmwiki.php/Main/Oktoberfest
Old Beggar Test	If a fairy-tale character meets an old beggar asking for help, it's guaranteed the latter is a powerful entity or a noble.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldBeggarTest
Old Cop Young Cop	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldCopYoungCop
Old Dark House	A spooky old house cut off from the rest of the world, often serving as the setting for murder mysteries.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldDarkHouse
Old Dog	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldDog
Older Alter Ego	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OlderAlterEgo
Older And Wiser	An experienced, old adventurer who has valuable lessons for the new generation of adventurers.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OlderAndWiser
Older Hero Vs Younger Villain	A plot where an older hero is opposed by a younger villain.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OlderHeroVsYoungerVillain
Older Is Better	Things built in ages past are better than modern stuff.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OlderIsBetter
Older Sidekick	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OlderSidekick
Older Than The Demographic	The protagonist of a Preschool Show of sorts is a teen or adult.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OlderThanTheDemographic
Older Than They Look	Someone looks younger than they really are.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OlderThanTheyLook
Old Faithful	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldFaithful
Old Fashioned Copper	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldFashionedCopper
Old Fashioned Rowboat Date	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldFashionedRowboatDate
Old Flame	Old love never dies.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldFlame
Old Flame Fizzle	Rekindling an old romance ends in flames.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldFlameFizzle
Old Friend	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldFriend
Old Friend New Gender	An old friend you haven't seen for a while has now transitioned.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldFriendNewGender
Old Guard Versus New Blood	The struggle between appealing to newer fans and appealing to veteran fans.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldGuardVersusNewBlood
Old Hero New Pals	The protagonist is back for the sequel, but with a brand new posse.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldHeroNewPals
Old Maid	An 'older' woman who has never married/been in a real relationship.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldMaid
Old Man Conversation Song	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldManConversationSong
Old Man Marrying A Child	A lawfully Arranged Marriage between an elderly man and a girl, who's usually prepubescent or very young and pubescent.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldManMarryingAChild
Old Master	Elderly. Sharp. Dangerous.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldMaster
Old Media Are Evil	Older media is seen as bad.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldMediaAreEvil
Old Media Playing Catch Up	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldMediaPlayingCatchUp
Old Money	Families who have been able to maintain their wealth over multiple generations.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldMoney
Old New Borrowed And Blue	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldNewBorrowedAndBlue
Old People Are Nonsexual	The belief that old people don't have sex, and those that do are gross or funny.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldPeopleAreNonsexual
Old Retainer	An elderly servant deeply loyal to the family they serve.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldRetainer
Old Save Bonus	Save data from one video game affects another game in some way.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldSaveBonus
Old School Building	An old, spooky abandoned schoolhouse.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldSchoolBuilding
Old School Chivalry	A male character adheres to traditional expectations of how men should behave toward women.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldSchoolChivalry
Old School Dogfight	Air and spacecraft behaving like pre-Cold War planes in situations where they shouldn't.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldSchoolDogfight
Old Shame	Work the artist would prefer was forgotten.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldShame
Old Soldier	Military Old Master.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldSoldier
Old Superhero	A superhero is old, and not as super as they once were.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldSuperhero
Old Timey Ankle Taboo	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldTimeyAnkleTaboo
Old Timey Bathing Suit	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldTimeyBathingSuit
Old Windbag	An elderly character known for talking a lot.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OldWindbag
Olympic Swimmer	Character is inexplicably able to swim like a pro the moment they get in the water.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OlympicSwimmer
Olympus Mons	Capturing and controlling cosmic entities.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OlympusMons
Omega Ending	An ending in a video game that is only unlocked after you clear all other endings.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OmegaEnding
Ominous Adversarial Amusement	You've won! So, why does your opponent seem so amused?...	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousAdversarialAmusement
Ominous Crack	A crack shows that an apparent barrier or protection won't hold.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousCrack
Ominous Cube	Foreboding, cube-shaped Plot Devices.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousCube
Ominous Floating Castle	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousFloatingCastle
Ominous Floating Spaceship	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousFloatingSpaceship
Ominous Fog	Fog makes everything creepy.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousFog
Ominous Hair Loss	Hair loss as a sign of disease or worse.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousHairLoss
Ominous Knocking	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousKnocking
Ominous Latin Chanting	Latin + Catholic Church choirs + Anything = EPIC.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousLatinChanting
Ominous Legal Phrase Title	Title of a work refers to legal jargon, making it sound ominous.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousLegalPhraseTitle
Ominously Open Door	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminouslyOpenDoor
Ominous Message From The Future	The future says hi. And that it's going to suck. Sweet dreams!	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousMessageFromTheFuture
Ominous Multiple Screens	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousMultipleScreens
Ominous Mundanity	A short, generic title or name for something is Played for Drama or Played for Horror.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousMundanity
Ominous Music Box Tune	A music box used in creepy music.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousMusicBoxTune
Ominous Obsidian Ooze	Oily or tarry black substances mean nothing but trouble.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousObsidianOoze
Ominous Opera Cape	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousOperaCape
Ominous Owl	Owls are creepy.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousOwl
Ominous Pipe Organ	Pipe organ can be loud and scary enough to be used for ominous settings.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousPipeOrgan
Ominous Save Prompt	The game prompts you to save your progress right before things get worse.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousSavePrompt
Ominous Visual Glitch	Wait, why'd the screen just... oh shit.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousVisualGlitch
Ominous Walk	Few better ways exist to intimidate the enemy than a slow walk.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OminousWalk
Omnibus	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/Omnibus
Omnicidal Maniac	A villain who wants to destroy everything.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OmnicidalManiac
Omnicidal Neutral	The Player can choose to Kill 'Em All.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OmnicidalNeutral
Omnidisciplinary Lawyer	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OmnidisciplinaryLawyer
Omnidisciplinary Scientist	A scientist who knows everything about science. Everything.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OmnidisciplinaryScientist
Omniglot	Unnatural fluency in many languages.	http://tvtropes.org/pmwiki/pmwiki.php/Main/Omniglot
Omniscient Database	Highly improbable crime-solving search engines.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OmniscientDatabase
Omniscient Hero	The being isn't only omniscient, but is a hero as well.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OmniscientHero
Omniscient Morality License	Because I know these actions will cause things to work out in the end, I can get away with hurting or offending others.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OmniscientMoralityLicense
On A Scale From One To Ten	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnAScaleFromOneToTen
On A Soundstage All Along	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnASoundstageAllAlong
