character_id	description	description_english
2622	"所属：株式会社IHIエスキューブ

ボクの名前は「キューぶん」。2013年4月1日、株式会社IHIエスキューブ設立10周年を記念して生まれたマスコットキャラクター。ボクはいろんなことに興味ぶんぶん。みんなよろしくぶん！！"	"Affiliation: IHI Escube Co., Ltd.

My name is Cue Bun. A mascot character born on April 1, 2013 to commemorate the 10th anniversary of the establishment of IHI Es Cube Co., Ltd. I'm interested in various things. Nice to meet you all! !"
2920	"所属：ウィズユウー株式会社

海外でも大人気のゲーム「ハッピーニンジェルズ」目にも止まらぬ連続パンチを繰り出すモーリィと、巨大な恐竜のぬいぐるみのお腹のポケットに収まって操縦するエメ札幌市地域安全サポーターズとしても活躍中。"	"Affiliation: With You Co., Ltd.

The game ""Happy Ningels"", which is very popular overseas, is also active as Morie, who makes uninterrupted continuous punches, and as an Eme Sapporo City Regional Supporter who operates in the pocket of the huge dinosaur stuffed toy."
2865	"所属：厚岸町

拙者は、北海道の東部に位置する厚岸(あっけし)町のうみえもんでござる☆応援、よろしくお願いするでござるぞ～♪"	"Affiliation: Akkeshi Town

My name is Ukeemon Co., Ltd. in Akkeshi Town, located in the eastern part of Hokkaido."
2903	"所属：公益財団法人　さっぽろ青少年女性活動協会

★札幌市児童会館・ミニ児童会館マスコットキャラクター★札幌市の児童会館に虹の国から来た妖精だよ♪みんなの笑顔が大好き♪みんなの”こころ”を晴れに！魔法のレイン棒で夢と未来に『にじ』をかけるよ♪"	"Affiliation: Sapporo Youth and Women's Activities Association

★Sapporo City Children's Hall/Mini Children's Hall Mascot Character★ It's a fairy who came to the Children's Hall in Sapporo from the Rainbow Country ♪ I love everyone's smile ♪ Clear everyone's ""heart""! With the magic rain stick, you can add ""Niji"" to your dream and future♪"
2784	"所属：文化学園大学　造形学部

しゃべれない、走れない、耳がジャマで狭いトコ進めない…。だけどしっぽも動くし、足ジャンケンだってできるんだぞ。文化学園大学造形学部の学生がキャラクターデザインした愛されるキャラクターぞーけんくん！"	"Affiliation: Faculty of Art and Design, Bunka Gakuen University

You can't talk, you can't run, your ears are jamming, and you can't go to a narrow spot. But the tail also moves, and you can even use a rock-paper-scissors game. A loved character designed by a student of Bunka Gakuen University Faculty of Art!"
2546	"所属：P・ＣＬＵＢ

P･CLUBの公式マスコットキャラクター「ピーちゃん」だよ。イタズラ好きでちょっとヤンチャ。スポーツ万能だけど、はしゃぎすぎが玉にキズ。周りのみんなを楽しく明るくするよ。"	"Affiliation: P・CLUB

The official mascot character of P・CLUB, ""Pee-chan"". I like mischief and a little yancha. It's a versatile sport, but too much frenzy will scratch the ball. I will make everyone around me happy and bright."
2826	"所属：(株)丸三島根　大東店

みなさんこんにちは！島根県雲南市大東町からやってきた「だいにゃん」です。地元の名物「蛍」と「スイカ提灯」を身に付けたネコの妖精だよ！かわいさ全開でグランプリ優勝を目指しますので、応援宜しくお願いしますニャン！"	"Affiliation: Maru Mishimane Daito store

Hello everyone! ""Dainyan"" from Daito-cho, Yunnan City, Shimane Prefecture. It's a cat fairy wearing the local specialties ""Firefly"" and ""Watermelon lantern""! We are aiming to win the Grand Prix with our cuteness, so please support us!"
2929	"所属：株式会社宅都ホールディングス

「たのしい くらしを とどける」住総合コンサルティング企業宅都ホールディングスの公式キャラクター「たくトン」！今年も兄妹３匹でエントリー！みなさま応援よろしくお願いしますトン！"	"Affiliation: Tamiya Holdings Co., Ltd.

""Takuton"" is the official character of Yakuto Holdings Co., Ltd. Entry with 3 brothers and sisters this year too! Thank you for your support!"
2894	"所属：アスモ株式会社

アスモンの体は会社のなまえ「ASMO」のAなんだモン。未来に向かってみんなと一緒に成長していこう！と願っているんだモン。得意技はダンス！元気いっぱい笑顔で踊るんだモン。"	"Affiliation: Asmo Co., Ltd.

Asmon's body is Amon from the company name ""ASMO"". Let's grow together with everyone in the future! I hope that. My specialty is dancing! Dance with a lively smile, Mon."
2973	"所属：長岡市おぐに森林公園

ヘアスタイルは緑豊かな「森」や自然あふれる「山々」、丸い体は小国の「Ｏ」の文字をイメージ。元気な森を世界中に広げる夢を持ち、元気もりもり！でとってもやさしい性格。長岡市おぐに森林公園のマスコットです。"	"Affiliation: Nagaoka City Oguni Forest Park

The hairstyle is based on the image of a forest with lush forests and mountains full of nature, and the round body is inspired by the letter ""O"" in Oguni. I have a dream to spread a vibrant forest all over the world, and I am full of energy! Very personality. Nagaoka City Oguni Forest Park mascot."
2736	"所属：稲敷市人口減少対策室

僕は茨城県稲敷市の豊かな自然から生まれた、犬の姿を借りた妖精なんだ！チャームポイントは稲穂のような耳とかぼちゃの帽子だよ！！今年の目標は県内1位になること！みんなの応援よろしくね♪わんわん♪"	"Affiliation: Inashiki City Population Reduction Countermeasures Office

I'm a fairy who borrowed the appearance of a dog born from the rich nature of Inashiki, Ibaraki Prefecture! The charm point is a hat with pumpkin-like ears and pumpkins! ! This year's goal is to be number one in the prefecture! Thank you for everyone's support ♪ Doggy ♪"
2900	"所属：サンデー新聞

ボクは『さんまるちゃん』。毎週、地域密着型フリーペーパー「サンデー新聞」をお届けしてるよ♪ボクはSUNDAYの「SUN(太陽)」をモチーフに胸元にただよう雲でみんなに役に立つ情報を届けるんだ♪"	"Affiliation: Sunday Newspaper

I am ""Sanmaru-chan"". Every week, we deliver a community-based free paper ""Sunday Shimbun"" ♪ I use SUNDAY's ""SUN"" as a motif to deliver useful information to everyone with a cloud around my chest ♪"
2888	"所属：日本弁理士会

「はっ」とアイデアを思いついたら「ぴょん」とすぐに弁理士に相談します。特許・実用新案・意匠・商標などの知的財産権の重要性をアピールするのが特技。おたまじゃくしではありません。足も本当は生えていません。"	"Affiliation: Japan Patent Attorneys Association

If you come up with an idea ""Hah"", immediately contact ""Pyon"" and consult with the patent attorney. A special skill is to show the importance of intellectual property rights such as patents, utility models, designs and trademarks. It's not a tadpole. The legs are not really growing."
3003	"所属：関西国際空港・大阪国際空港

関西空港の「カンクン」と大阪（伊丹）空港の「そらやん」が今年は二人仲良くエントリー。飛行機の形をしたそらやんは空が飛べません。スイスイと空を飛ぶカンクンの助けを借りて、そらやんが大空に羽ばたけるように応援よろしくやん！"	"Affiliation: Kansai International Airport / Osaka International Airport

This year, ""Cancun"" at Kansai Airport and ""Sorayan"" at Osaka (Itami) Airport were both good entries this year. Sorayan in the shape of an airplane cannot fly. With the help of Swiss and Cancun, who flies in the sky, support Sorayan to fly in the sky!"
3055	"所属：インベスコ・アセット・マネジメント株式会社

投資信託にもっと親しみを持っていただくために、私たち「オースとラリアと愉快な仲間たち」は誕生しました。さらに活動の場を広げて4人で力を合わせて頑張ります。みなさん応援よろしくお願いします。"	"Affiliation: Invesco Asset Management Co., Ltd.

We have created ""Oth, Laria, and delightful friends"" to make mutual trust more familiar. We will further expand the field of activities and work together with the four people. Thank you for your support."
2831	"所属：フリー（（株）よしもとクリエイティブ・エージェンシー）

　 正式名  わらび舞妓ちゃん　 身長   六寿庵清水の金平糖170個分　 体重   大きめの湯葉３枚分　 苦手なこと 暑さ　 好きなもの：風（エアー）　 口癖 はんなり～　 特技：逆立ち　　【一言】　　京都非公認ゆるキャラ「わらび舞妓ちゃん」どすえ。　　子どもの心を持つ人には中の妖精が見える、わらび餅と舞妓はんのキャラ。　　京都の企業とコラボして京都の産業を発展させていきたいなり。"	"Affiliation: Free (Yoshimoto Creative Agency, Inc.)

Official name Warabi Maiko-chan Height 170 Rokujuan Shimizu Kinpeito Sugar 3 heavy Yuba 3 weights I'm not good at Heat What I like: Wind Wind Air Special feat: Handstand [Word] Unauthorized Kyoto character ""Warabi Maiko"". A character of a warabi mochi and maiko han, where the fairy inside can be seen by those with a childish heart. I would like to collaborate with companies in Kyoto to develop Kyoto industry."
3002	"所属：曽於市観光協会

遠い宇宙「そお星人」から曽於市にやってきたよ！ソーセージ（そおせいじ）など曽於市の特産品が大好物☆彡プリッと可愛いお尻とピカピカ光るアンテナでPR頑張るよ！「そお！そお！そお！」（応援よろしくね～）"	"Affiliation: Soo City Tourism Association

I came to Soe City from the distant universe ""Sosei""! I love Soo's special products such as sausages ☆ 彡 I will do my best to promote PR with cute buttocks and shiny antennas! ""Sooo! Soo! Soo!"" (Thank you for your support~)"
2671	"所属：静岡県榛原郡吉田町

よし吉は、吉田町を流れる大井川の湧き水から誕生した水の妖精で、特産品の「しらす」、「うなぎ」、「レタス」を身につけています。吉田町ＰＲ部長として、町のＰＲを頑張っています！応援よろしくお願いします！"	"Affiliation: Yoshida Town, Haibara District, Shizuoka Prefecture

Yoshiyoshi is a water fairy born from the spring water of the Oi River that flows through Yoshida, and wears the special products ""shirasu,"" ""eel,"" and ""lettuce."" As the Yoshida Town Public Relations Manager, I am doing my best to promote the town! Please provide some support!"
2878	"所属：一般社団法人大阪府宅地建物取引業協会

ハトマークの帽子をかぶって、安心・安全なまちづくりのお手伝いをする男の子ぼくの名前はたくっち生まれ育った大阪から笑顔を届けるため、ひとっ飛び！幸運のくちばしでパクパクされたら、幸せになれるっち☆"	"Affiliation: Osaka Prefectural Housing Lot Building Business Association

A boy who wears a hat-marked hat and helps create a safe and secure town My name is, I was born and raised in Osaka. You can be happy if you are fluttered with a lucky beak☆"
2999	"所属：株式会社クラスコ

石川県金沢市で52年続く不動産会社「クラスコ」のマスコットキャラクター。普段は仏のように穏やかな顔つきですが、急に目をかっ開いたかと思うと、暮らしをよくするアイデアを頭から爆誕させます。"	"Affiliation: Clasco Co., Ltd.

A mascot character of the real estate company ""Clasco"" that has been in business for 52 years in Kanazawa, Ishikawa Prefecture. He usually has a calm look like a Buddha, but when he suddenly opens his eyes, he suddenly explodes the idea of improving his life."
775	"所属：枚方市役所

僕、ひこぼしくん。七夕ゆかりのまち、大阪府枚方市に住んでいるロマンチックボーイ☆趣味はもちろん天体観測。まちの魅力PRを頑張って、これからはもう枚方（ひらかた）をマイカタなんて呼ばせない！！応援よろしくお願いします☆"	"Affiliation: Hirakata City Hall

I'm Hikoboshi. A romantic boy living in Hirakata City, Osaka Prefecture, a town related to Tanabata ☆ Observing astronomical objects as well as hobbies. I will do my best to promote the attractiveness of the town and will not let Hirakata call me mykata anymore! ! Thank you for your support☆"
2893	"所属：只見町

『ブナりん』は、福島県只見町で生まれたブナの妖精。只見町のおいしい空気とお水が大好き♪自然が魅力の只見町をPRしていきますので、応援よろしくお願いします！"	"Affiliation: Tadami Town

""Bunarin"" is a beech fairy born in Tadami Town, Fukushima Prefecture. I love Tadami Town's delicious air and water ♪ We will publicize Tadami Town, which has a lot of nature, so thank you for your support!"
2948	"所属：燕市

新潟県燕市の観光PRキャラクター「きららん」ですわろう（癶Д癶）☆ｷﾗｯ。大好きな燕市をPRするため、元気に活動中！　燕市は金属加工が得意なまち。どんな金属もピッカピッカに磨いちゃうですわろう！"	"Affiliation: Tsubame City

It will be ""Kiraran"", a sightseeing PR character in Tsubame City, Niigata Prefecture. We are actively working to promote our favorite Tsubame City! Tsubame City is a town that is good at metal processing. Any metal will be polished to a shining shine!"
2806	"所属：日本ＢＳ放送株式会社　（BS11）

全国無料テレビＢＳ１１の新人宣伝マン。シュールだって言われるけど、結構シャイです。みんなの疲れを癒したい~！って、ついつい洒落をつぶやいたりしてます。笑うんだったら爆笑、泣くんだったら号泣がモットー。"	"Affiliation: Japan BS Broadcasting Corporation (BS11)

Newcomer to the national free TV BS11. It's said to be surreal, but it's pretty shy. I want to heal everyone's fatigue! So, I just tweeted fashionable things. The motto is laughter when you laugh, and crying when you cry."
2841	"所属：株式会社 旅工房

こんにちは！旅工房の旅人レポーター、タビイちゃんだよ～！世界中を突撃でまわったり、旅人インタビューをしたりして旅の魅力をみんなに伝えるのがお仕事♪すきな食べものは鮭・鮭茶漬け・鮭のムニエルだよ。特技は利き鮭！ゆるキャラグランプリは初めての挑戦でドキドキ！応援よろしくね"	"Affiliation: Tabikobo Co., Ltd.

Hello! Tabii-chan, a traveler reporter at Tabikobo! My job is to travel around the world by assault and interview travelers to tell everyone the charm of the trip ♪ Favorite foods are salmon, salmon chazuke, salmon muniel. Special skill is salmon! The Yuru Chara Grand Prix is thrilling for the first time! Thank you for your support"
3058	"所属：佐賀県基山町

「きやまん」と「きやまる」は佐賀県基山町にある古代の山城「基肄城（きいじょう）」を守る防人です。２人の関係は謎ですが、２人とも基山町が大好きで、町内外へのＰＲ活動とみんなとの交流に大活躍中です♪"	"Affiliation: Kiyama Town, Saga Prefecture

""Kiyaman"" and ""Kiyamaru"" are guardians who protect the ancient ""Kijo Castle"" in Kiyama-cho, Saga Prefecture. The relationship between the two people is a mystery, but they both love Kiyama-cho, and they are playing an active role in public relations activities both inside and outside the town and interacting with everyone♪"
2738	"所属：志摩市

サミット開催地・志摩市の海女文化と観光をＰＲするために誕生したしまこさん。平成２９年３月に「鳥羽・志摩の海女漁の技術」が国の重要無形民俗文化財に指定されました。みなさん、しまこさんを応援してください！"	"Affiliation: Shima City

Shimako-san was born to publicize the culture and tourism of Shima in the Summit venue, Shima City. In March 2017, ""Toba-Shima Ama fishing technique"" was designated as an important intangible folk cultural asset of the country. Please support Shimako-san!"
2166	"所属：むさし村山ストリートダンス協会

ご当地ソングとオリジナルダンスで地元武蔵村山市の魅力をアピールします。"	"Affiliation: Musashi Murayama Street Dance Association

We will appeal the charm of local Musashimurayama City with local songs and original dance."
2839	"所属：株式会社ブロードバンドタワー

動画サイト「アンパカ.TV」のイメージキャラクターです。アンパカ.TVを世に広めるために頑張っています！"	"Affiliation: Broadband Tower Co., Ltd.

It is an image character of the video site ""Ampaca.TV"". Ampaka. I'm working hard to spread TV!"
3086	"所属：株式会社aprecio

くつろぐのが大好きなティーバッグのキャラクターです。くつろげる空間を求め世界中を旅し複合カフェaprecio（アプレシオ）へ辿り着き、定住。旅の最中に知り合った仲間をaprecioに呼ぼうか検討中。お気に入りはaprecio（アプレシオ）のティーカップ。"	"Affiliation: aprecio Co., Ltd.

It is the character of the tea bag that I love to relax. Traveling around the world in search of a relaxing space, arrive at the complex cafe aprecio and settle down. I am considering whether to call aprecio a friend I met during the trip. My favorite is aprecio tea cup."
2830	"所属：岐阜県池田町

池田山からやってきた「ちゃちゃまる」ちゃちゃ!耳は美濃いび茶の葉っぱで、桜の名所「かまがたに」の桜の髪飾りを頭につけてるちゃちゃ♪みんなと力を合わせ、昨年の７位より上をめざして今年もがんばるちゃちゃ！"	"Affiliation: Ikeda Town, Gifu Prefecture

""Chachamaru"" came from Mt. Ikeda! My ears are Mino Ibicha leaves, and I wear the cherry blossom ornaments of the famous ""Kamagatani"" cherry blossoms on my head. Let's do our best to aim for this year!"
2644	"所属：米子市立学校給食センター

米子市のおいしい水と栄養たっぷりの土から誕生したお米のキャラクター“こめ太とこめ子”。チャームポイントは、２頭身の米粒体。米子市の学校給食用ごはんは、もちろん米子市産米。米子市の学校給食とお米の素晴らしさを伝える給食センター食育推進部員として、そのかわいい姿で学校や地域に向けてアピールしていきます。"	"Affiliation: Yonago City School Lunch Center

The rice character ""Kometa to Komeko"" was born from delicious water and rich soil in Yonago City. The charm point is a rice grain with two heads. Yonago City's school lunch rice is, of course, rice produced in Yonago City. As a member of the Food Education Promotion Department, a school lunch center that conveys the wonders of Yonago City's school lunch and rice, we will appeal to schools and the community with its cute appearance."
2811	"所属：一般社団法人横浜建設業協会

建設業を広く皆さんに知っていただくために非常勤広報担当として活躍中浜っ子のアシカは今日も頑張ります！！"	"Affiliation: Yokohama Construction Industry Association

Playing an active part as a part-time public relations officer in order to let everyone know about the construction industry. !"
2649	"所属：株式会社高尾

いつも何かにキレているキレパンダ。何にキレているかは不明。普段は優しい顔をしているらしいが、その姿をまだ誰も見た事がない…。一つだけはっきりしている事は、人々に幸せを与える「幸運の使者」であること。"	"Affiliation: Takao Co., Ltd.

A sharp panda who is always sharp. It's unclear what it is. It seems that she usually has a gentle face, but no one has seen it yet... The only thing that is clear is that you are a ""messenger of luck"" that gives people happiness."
2927	"所属：群馬県東吾妻町

群馬県東吾妻町のマスコット「水仙ちゃん」町の花の水仙をモチーフにした、明るく元気な水仙の妖精です♪応援よろしくね！！"	"Affiliation: Higashi-Azuma Town, Gunma Prefecture

A mascot ""Narcissus"" in Higashi-Azuma-machi, Gunma Prefecture. It's a bright and energetic narcissus fairy with the motif of a flower narcissus! !"
2921	"所属：フォーサイドエンタテイメント株式会社

生まれはキャッチー星。ボストンテリアに似てるかも？性格は人なつっこく、さみしがりやで食いしん坊。 趣味はいろんなイベントに参加することだワン！ 得意の臭覚と聴覚で地域の情報をキャッチして発信していきます。"	"Affiliation: Four Side Entertainment, Inc.

Born as a catchy star. Is it similar to a Boston Terrier? His personality is friendly and he is lonely and gluttonous. My hobby is to participate in various events! We will use local odors and hearing to catch local information and transmit it."
2976	"所属：万代シテイ商店街振興組合

新潟市中央区のショッピングエリア「万代シテイ（ばんだいしてぃ）」の猫キャラ（♂）。エリアのシンボル「レインボータワー」がモチーフ。毎週末、万代シテイのどこかに絶賛出没中！ボクに会いに来てにゃい！"	"Affiliation: Bandai City Shopping District Promotion Association

A cat character (♂) in the ""Bandai Shiti"" shopping area in Chuo-ku, Niigata City. The area symbol ""Rainbow Tower"" is the motif. Every weekend, somewhere in Bandai City is rave reviews! Come on to see me!"
2711	"所属：日本コロムビア株式会社

元プロボクサー歌手・山崎ていじの新曲「いくじなし」をPRするために生まれたサンドバック型のゆるキャラ子供が大好きだが、たまに毒舌になる愛くるしいキャラクターです。"	"Affiliation: Nippon Columbia Co., Ltd.

It's a lovely character who sometimes loves children who are sandbag type Yuru characters born to promote the new song ""Ikuujinashi"" by former boxer singer Teiji Yamazaki."
1551	"所属：山ノ内町商工会

前身はカモシカ。食いしん坊でグータラでドジばかりだけど新人の山の神様として町をＰＲしようと健気に頑張っています。ツノは志賀高原などで採れるネマガリダケ。１本は友情の証として親友のノウチに預けています。"	"Affiliation: Yamanouchi Town Chamber of Commerce

The predecessor is an antelope. I'm a glutton, a gutara, and a lot of crap, but I'm doing my best to promote the town as a new mountain god. The horn is Nemagaritake, which can be found in the Shiga Kogen. One is deposited in Nouchi, my best friend, as proof of friendship."
2845	"所属：公益社団法人兵庫県看護協会

私は、ナースのじぎくちゃんです。兵庫県看護協会のマスコットとしてナースのみなさんの応援をしています。あなたの「（の）ぞむ（じ）んせい、ききます、ささえます、のじ（ぎく『聴く』）ちゃん」花占いも勉強中。"	"Affiliation: Hyogo Nursing Association

I'm Jigiku, a nurse. As a mascot of the Hyogo Nursing Association, we support the nurses. You are also studying fortune-telling for your ""(no)zomisei, come, support, noji (giku ""listen"")-chan."
2770	"所属：豊田信用金庫

とよしんのロゴマークになっている「フェニックス（不死鳥）」と豊田市の旧称「挙母市（ころもし）」から名前がつけられた『フェニころ』君です。好奇心旺盛な男の子だよ。ゆるキャラグランプリに参加して、お友達をたくさん作りたいな。みんな応援よろしく！"	"Affiliation: Toyota Shinkin Bank

""Phoenix"" is named after ""Phoenix"" which has the logo of Toyoshin and ""Koromoshi"" which was formerly known as Toyota City. A curious boy. I want to join the Yuru Chara Grand Prix and make many friends. Cheers everyone!"
2788	"所属：北広島観光プロモーション実行委員会（北広島町商工観光課）

北広島町が誇るユネスコ無形文化遺産登録「壬生の花田植」の飾り牛がモチーフ。伝統芸能「神楽の舞」から「舞太郎」と名付けられた。特技のダンスを活かして北広島町観光大使１号として活動中だモー(*´ω｀*)"	"Affiliation: Kitahiroshima Tourism Promotion Executive Committee (Kitahiroshima Town Commerce and Industry Tourism Division)

Kitahiroshima Town boasts a UNESCO intangible cultural heritage ""Mibu Hanada Ue"" ornamental cow motif. It was named ""Maitaro"" from the traditional performing art ""Kagura no Mai"". Mo (*'ω`*) who is active as Kitahiroshima Town Tourism Ambassador No. 1 by utilizing the dance of special skill"
1523	"所属：花巻市

フラワーロールちゃんは今年で誕生10周年！ロールケーキのようなおだんごヘアがチャームポイントの妖精の女の子です♪大好きなお花の魔法で、みんなを笑顔にしてくれるよ☆応援よろしくお願いします！"	"Affiliation: Hanamaki City

Flower Roll is 10 years old this year! It's a fairy girl whose charm point is bun hair like a roll cake ♪ With the magic of my favorite flowers, it makes everyone smile ☆ Thank you for your support!"
2137	"所属：幕別町

ぼくは農業王国十勝の中で生まれたぞ～う！特産のゆりねを食べすぎておなかが出てきたぞう…そんなぼくでも、幕別町のPR精一杯頑張るぞ～う！！"	"Affiliation: Makubetsu Town

I was born in Tokachi, the agricultural kingdom! I ate too much Yurine, a special product, and I was hungry... I'll do my best in PR in Makubetsu-cho! !"
2417	"所属：奈良市

奈良市リニアファン倶楽部部員「リニー君」とリニア招き鹿「りにまね」。奈良市リニアファン倶楽部部員も６０００人を超え、奈良市リニア新駅誘致実現に向け、ますます勢いにのる二人がグランプリめざし疾走します！"	"Affiliation: Nara City

A member of the Linear Fan Club of Nara City, ""Linnie-kun"" and a linear beckoning deer, ""Rini Imitation."" The number of members of the Nara City Linear Fan Club exceeds 6000, and two people are rushing toward the Grand Prix aiming to attract Nara City Linear New Station!"
1982	"所属：横浜市金沢区役所

区の花・牡丹の妖精「ぼたんちゃん」だよ！ 赤い大きな牡丹の花がトレードマーク　金沢区は今年で区制70周年。金沢区幸せお届け大使として、記念の年を盛り上げるためにがんばるよ☆　応援よろしくね！"	"Affiliation: Kanazawa Ward, Yokohama City Office

It is a fairy ""Botan"", a ward of flowers and peony! Kanazawa Ward marks the 70th anniversary of the constituency system this year. As the Ambassador of Happy Kanazawa Ward, I'll do my best to make the anniversary year more exciting ☆ Thank you for your support!"
2663	"所属：三原市役所

わしは推定４５０歳なんじゃが、元々は三原神明市の大だるまなんよ。今年はわしの映画が出来たんじゃ！踊る姿を見たり，法被に触ったらハッピーになれる！？って言われとるんじゃ。ぜひ触りに三原まできてみんさい♪"	"Affiliation: Mihara City Hall

I'm estimated to be 450 years old, but I'm originally a big daruma from Mihara Shinmei city. This year I made a movie! You can be happy by watching the dance and touching the happi! ? I will be told. By all means, Mihara is ready to touch!"
2934	"所属：株式会社スナガ

生まれは大きな自然に囲まれた北アルプス。サンアルプスピュアウォーターのメインキャラクターとして活躍中！趣味は美味しいお水をお届けすること。世界中の人達へお水をお届けすることを夢見て毎日頑張っています！"	"Affiliation: Snaga Co., Ltd.

Born in the Northern Alps, surrounded by great nature. Active as the main character of Sun Alps Pure Water! My hobby is to deliver delicious water. I dream of delivering water to people all over the world, and I am working hard every day!"
2995	"所属：スターキャット・ケーブルネットワーク株式会社

キャットくんは宇宙からきた幸せを招く猫といわれており、ケーブルテレビを通じて幸せを運びます。名古屋地方でよく見かけ、こどもたちを楽しませます。合言葉は『ニャモ～♪』『グランプリになって有名猫になりたいニャモ～！応援してニャモ♪』"	"Affiliation: Star Cat Cable Network Co., Ltd.

Cat is said to be a cat that brings happiness from space and carries happiness through cable TV. It's often seen in the Nagoya area and entertains children. The key words are ""Nyamo~♪"" and ""Nyamo wants to become a grand prix and become a famous cat~!"" Please cheer up♪"
2801	"所属：公立大学法人 島根県立大学

島根県立大学のマスコット「オロリン」です！出雲神話に出てくるヤマタノオロチの精がモチーフになっています。いつも片手に本を持っていて、勉強することが大好き！頑張る学生をいつも全力で応援しています！"	"Affiliation: Shimane Prefectural University

Shimane Prefectural University mascot ""Ororin""! The motif is the spirit of Yamatano Orochi, which appears in Izumo mythology. I always have a book in my hand and love to study! I always support my students with all their might!"
2609	"所属：東海旅客鉄道株式会社

JR東海さわやかウォーキングのマスコット、あゆむ君・さわちゃん・ぽぽちゃんだよ。みんな応援よろしくね！"	"Affiliation: Tokai Passenger Railway Co., Ltd.

JR Tokai refreshing walking mascots, Ayumu-kun, Sawa-chan and Popo-chan. Thank you for your support!"
2562	"所属：日本青ペン協会

「青ペン書きなぐり勉強法」公式キャラクターの青ペン太は、夢や目標に向かって頑張るすべての人を応援しています。今日も皆の心願成就を願っているペン！ Have a nice PEN！"	"Affiliation: Japan Blue Pen Association

The official character of “Blue Pen Writing Study Method”, Ao Penta, supports all those who work hard toward their dreams and goals. Today's pen wishes everyone's wishes fulfillment! Have a nice PEN!"
2755	"所属： 株式会社ピーナッツ 

わしはなぁ、但馬牛のおっさんで知られとる「やぶっさん」やで～。何かと読めない養父市（やぶし）を盛り上げるために立ち上がったでぇ～。但馬牛が最高級和牛と言われる由縁は、「松坂牛」「神戸牛」「近江牛」の素牛が但馬牛であるというこがすべてを物語っとるんや。牛肉好きのアナタ！わしに投票せなアカンでぇ～！！"	"Affiliation: Peanut Co., Ltd.

I’m Yabu-san, who is known as the Tajima beef man. I stood up to liven up Yabushi, which I couldn't read. Tajima beef is said to be the finest Japanese beef, and the fact that the cattle of ""Matsuzaka beef,"" ""Kobe beef,"" and ""Omi beef"" are Tajima beef tells everything. You like beef! Don't let me vote! !"
2673	"所属：(一社)高知県建設業協会

地元高知と龍馬をこよなく愛する小学１年生。建設業で働く父親の影響で建設業に強いあこがれを抱いている。"	"Affiliation: (no company) Kochi Prefecture Construction Industry Association

A first grader who loves local Kochi and Ryoma. His father, who works in the construction industry, has a strong desire for the construction industry."
1955	"所属：㈱かねふくめんたいパーク

毎日、明太子の研究に勤しんでる。明太子の事なら何でも教えてあげるのじゃ。勤務地は明太子の老舗「かねふく」が運営するめんたいパーク。今日はどこのめんたいパークで働いているかな？みんな会いに来てね！"	"Affiliation: Kanefuku Mentai Park Co., Ltd.

I work for mentaiko every day. I will teach you anything about Mentaiko. The place of work is Mentai Park, which is run by the long-established store “Kanefuku” of Mentaiko. Where in Mentai Park are you working today? Please come see me!"
1229	"所属：阪南市

阪南市の市章「は」からデザインされています。趣味はビーチバレー観戦（でも暑さは苦手です）。特技は「はんなん体操」（でも大きくは動けません）。好きな食べ物は阪南市の水なすと海苔と村雨です。"	"Affiliation: Hannan City

It is designed from the ""Ha"" emblem of Hannan City. My hobby is watching beach volleyball (but I'm not good at heat). The special skill is ""Hannan Gymnastics"" (But I can't move much). My favorite food is water eggplant, seaweed and village rain in Hannan city."
3029	"所属：山形県酒田市

黒獅子の妖精「もしぇのん」と赤獅子の妖精「あののん」。酒田を元気にするために、まちに姿を現した！酒田をPRするのが大好きで、2人は仲良しでありライバル！"	"Affiliation: Sakata City, Yamagata Prefecture

The black lion fairy ""Moshinon"" and the red lion fairy ""Anon"". We appeared in the town to make Sakata better! I love to publicize Sakata and the two are good friends and rivals!"
2267	"所属：大郷町

立派な髭が自慢でゆらゆら揺れるちょんまげと前髪がチャームポイント！モロヘイヤの襟とおなかの十字架が目印！頭を上から見ると、髪の毛がハート型になっている！(これを見ると幸せになれるとの噂が！？)"	"Affiliation: Osato Town

The charming point is the bouncing wiggle and bangs that boast a good beard! Moroheiya collar and tummy cross are landmarks! When you look at your head from above, your hair looks like a heart! (Rumor that you can be happy when you see this!?)"
2607	"所属：いこらも～る泉佐野

大阪府泉佐野市のショッピングモール「いこらも～る泉佐野」のマスコットキャラクター「いこらちゃん」です。地域の皆様に親しんでいただけるよう、原案をお客様から募集し、誕生しました。泉州地域にちなんで、玉ねぎ型の頭巾をかぶった、ちょっとやんちゃな8歳の女の子です。お買い物にお越しいただいた子供たちには大人気です。投票をお願いしま～～～～～す(#^.^#)"	"Affiliation: Ikomo Izumisano

This is the mascot character ""Ikora-chan"" from the shopping mall ""Ikoramo Izumisano"" in Izumisano City, Osaka Prefecture. It was created by soliciting original drafts from customers so that everyone in the area can get familiar with it. A little naughty 8-year-old girl wearing an onion-shaped hood after the Senshu area. It is very popular with children who come to shop. Please vote~~~~~~ (#^.^#)"
